Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Allen ID	Parent Allen ID	Side	Num Detections	Num Negative	Positive %	Area µm^2	Perimeter µm
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Rostrolateral area, layer 1	VISrl1	Rostrolateral visual area	Geometry	1448.5	2111.7	312782604	417	0	0	0	NaN	8056.4	395.77
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Rostrolateral area, layer 4	VISrl4	Rostrolateral visual area	Geometry	1677.3	2381.7	312782612	417	0	0	0	NaN	2593.2	260.73
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Rostrolateral area, layer 2/3	VISrl2/3	Rostrolateral visual area	Geometry	1564.2	2248.2	312782608	417	0	0	0	NaN	10245.7	594.99
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Rostrolateral area, layer 5	VISrl5	Rostrolateral visual area	Polygon	1743	2461.5	312782616	417	0	0	0	NaN	129.88	56.55
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Visual areas	VIS	Image	Geometry	4422.2	2049.7	669	315	0	0	0	NaN	4556901.3	15577.1
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	posteromedial visual area	VISpm	Visual areas	Geometry	4852.1	1471.6	533	669	0	0	0	NaN	901613.3	6416.5
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	posteromedial visual area, layer 2/3	VISpm2/3	posteromedial visual area	Geometry	4861.7	1313.7	41	533	0	0	0	NaN	254219.6	3475.4
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	posteromedial visual area, layer 5	VISpm5	posteromedial visual area	Geometry	4983.1	1670.6	565	533	0	0	0	NaN	260938.2	3459.4
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	posteromedial visual area, layer 6a	VISpm6a	posteromedial visual area	Geometry	4867.8	1934.9	257	533	0	0	0	NaN	96601.9	2137.5
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	posteromedial visual area, layer 1	VISpm1	posteromedial visual area	Geometry	4690.3	1097.3	805	533	0	0	0	NaN	185412.1	3231.2
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	posteromedial visual area, layer 6b	VISpm6b	posteromedial visual area	Geometry	4743.7	2020.1	469	533	0	0	0	NaN	16955.5	1410.5
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	posteromedial visual area, layer 4	VISpm4	posteromedial visual area	Geometry	4780.2	1511.7	501	533	0	0	0	NaN	87486.1	2793.1
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Laterointermediate area	VISli	Visual areas	Polygon	8503.7	2525.3	312782574	669	0	0	0	NaN	98789.7	1696.7
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Laterointermediate area, layer 2/3	VISli2/3	Laterointermediate area	Polygon	8606.5	2410.7	312782582	312782574	0	0	0	NaN	22649.4	624.36
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Laterointermediate area, layer 1	VISli1	Laterointermediate area	Polygon	8692.6	2314.1	312782578	312782574	0	0	0	NaN	16566.5	518.52
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Laterointermediate area, layer 5	VISli5	Laterointermediate area	Polygon	8434.1	2606	312782590	312782574	0	0	0	NaN	28914.4	694.72
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Laterointermediate area, layer 4	VISli4	Laterointermediate area	Polygon	8528.9	2497.6	312782586	312782574	0	0	0	NaN	11466.4	471.77
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Laterointermediate area, layer 6b	VISli6b	Laterointermediate area	Polygon	8267.6	2783.3	312782598	312782574	0	0	0	NaN	3359.7	300.21
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Laterointermediate area, layer 6a	VISli6a	Laterointermediate area	Polygon	8319.1	2727.5	312782594	312782574	0	0	0	NaN	15832.8	510.63
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Primary visual area	VISp	Visual areas	Geometry	4729	2001.5	385	669	0	0	0	NaN	2503687.4	9803
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Primary visual area, layer 6a	VISp6a	Primary visual area	Geometry	4696.1	2343.2	33	385	0	0	0	NaN	376117.3	5814.6
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Primary visual area, layer 1	VISp1	Primary visual area	Geometry	4716.7	1652.3	593	385	0	0	0	NaN	407003.7	6930.6
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Primary visual area, layer 4	VISp4	Primary visual area	Geometry	4719.7	2028.2	721	385	0	0	0	NaN	375742.4	6193.3
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Primary visual area, layer 5	VISp5	Primary visual area	Geometry	4670.7	2182.3	778	385	0	0	0	NaN	568462.5	6460.2
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Primary visual area, layer 6b	VISp6b	Primary visual area	Geometry	4633.2	2436.4	305	385	0	0	0	NaN	74421.2	5308.3
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Primary visual area, layer 2/3	VISp2/3	Primary visual area	Geometry	4816.2	1814.1	821	385	0	0	0	NaN	701940.3	7014.1
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Anterolateral visual area	VISal	Visual areas	Geometry	1373.6	2691.8	402	669	0	0	0	NaN	815811.2	3671.5
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Anterolateral visual area, layer 1	VISal1	Anterolateral visual area	Polygon	1084.1	2397	1074	402	0	0	0	NaN	110320.7	2030.1
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Anterolateral visual area, layer 6a	VISal6a	Anterolateral visual area	Polygon	1638.2	2957.7	601	402	0	0	0	NaN	139747.2	1888.4
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Anterolateral visual area, layer 4	VISal4	Anterolateral visual area	Polygon	1352.3	2630.7	1114	402	0	0	0	NaN	108747.4	1975.9
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Anterolateral visual area, layer 6b	VISal6b	Anterolateral visual area	Polygon	1709.1	3042.3	649	402	0	0	0	NaN	28528.6	1579.9
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Anterolateral visual area, layer 5	VISal5	Anterolateral visual area	Geometry	1467.4	2797.1	233	402	0	0	0	NaN	231243.9	2277.5
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Anterolateral visual area, layer 2/3	VISal2/3	Anterolateral visual area	Polygon	1200.5	2527.1	905	402	0	0	0	NaN	197222.2	2258
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Lateral visual area	VISl	Visual areas	Geometry	8338.7	2349.7	409	669	0	0	0	NaN	237000.7	2184.8
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Lateral visual area, layer 4	VISl4	Lateral visual area	Polygon	8352.7	2325.1	573	409	0	0	0	NaN	34836.1	909.1
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Lateral visual area, layer 6a	VISl6a	Lateral visual area	Polygon	8170.2	2579.6	74	409	0	0	0	NaN	37255.5	842.32
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Lateral visual area, layer 5	VISl5	Lateral visual area	Geometry	8270.5	2450.6	613	409	0	0	0	NaN	62293	1061.4
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Lateral visual area, layer 6b	VISl6b	Lateral visual area	Polygon	8123.2	2642.9	121	409	0	0	0	NaN	7958.7	639.83
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Lateral visual area, layer 1	VISl1	Lateral visual area	Polygon	8507.5	2110.9	421	409	0	0	0	NaN	36092.1	989.9
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Lateral visual area, layer 2/3	VISl2/3	Lateral visual area	Polygon	8435	2219.2	973	409	0	0	0	NaN	58565.2	1034.1
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Frontal pole, cerebral cortex	FRP	Image	Polygon	8909.9	4139.3	184	315	0	0	0	NaN	24.23	29.28
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Frontal pole, layer 6b	FRP6b	Frontal pole, cerebral cortex	Polygon	8909.9	4139.3	526322264	184	0	0	0	NaN	24.23	29.28
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Retrosplenial area	RSP	Image	Geometry	5113.3	1156.4	254	315	0	0	0	NaN	3321249.9	11777.5
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Retrosplenial area, dorsal part	RSPd	Retrosplenial area	Geometry	4914.8	890.39	879	254	0	0	0	NaN	1137108.8	8254.2
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Retrosplenial area, dorsal part, layer 5	RSPd5	Retrosplenial area, dorsal part	Geometry	4891.2	923.55	610	879	0	0	0	NaN	378576.2	4651.3
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Retrosplenial area, dorsal part, layer 6a	RSPd6a	Retrosplenial area, dorsal part	Geometry	5112.8	1338.9	274	879	0	0	0	NaN	267277.9	4187.4
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Retrosplenial area, dorsal part, layer 6b	RSPd6b	Retrosplenial area, dorsal part	Geometry	5083.3	1799.4	330	879	0	0	0	NaN	3363.3	388.57
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Retrosplenial area, dorsal part, layer 2/3	RSPd2/3	Retrosplenial area, dorsal part	Geometry	4810.3	681.98	434	879	0	0	0	NaN	272732.2	4146.2
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Retrosplenial area, dorsal part, layer 1	RSPd1	Retrosplenial area, dorsal part	Geometry	4840.2	524.84	442	879	0	0	0	NaN	215159.2	4170.3
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Retrosplenial area, ventral part	RSPv	Retrosplenial area	Geometry	5243.4	1384.7	886	254	0	0	0	NaN	1433353.9	9635.5
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Retrosplenial area, ventral part, layer 1	RSPv1	Retrosplenial area, ventral part	Geometry	5184.5	1270.9	542	886	0	0	0	NaN	281779.5	9144.7
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Retrosplenial area, ventral part, layer 6a	RSPv6a	Retrosplenial area, ventral part	Geometry	5254.9	1629.6	590	886	0	0	0	NaN	257547.3	5834.6
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Retrosplenial area, ventral part, layer 6b	RSPv6b	Retrosplenial area, ventral part	Geometry	5749.2	1804.1	622	886	0	0	0	NaN	6477	546.97
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Retrosplenial area, ventral part, layer 5	RSPv5	Retrosplenial area, ventral part	Geometry	5255.9	1356.1	687	886	0	0	0	NaN	591087.2	8038.9
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Retrosplenial area, ventral part, layer 2/3	RSPv2/3	Retrosplenial area, ventral part	Geometry	5253.4	1327.9	430	886	0	0	0	NaN	296462.9	8702.8
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Retrosplenial area, lateral agranular part	RSPagl	Retrosplenial area	Geometry	5165.7	1123.4	894	254	0	0	0	NaN	750787.2	6348.3
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Retrosplenial area, lateral agranular part, layer 1	RSPagl1	Retrosplenial area, lateral agranular part	Geometry	4986.2	732.21	671	894	0	0	0	NaN	147726.8	2763.6
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Retrosplenial area, lateral agranular part, layer 5	RSPagl5	Retrosplenial area, lateral agranular part	Geometry	5232.4	1265.5	774	894	0	0	0	NaN	274327.9	3861.6
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Retrosplenial area, lateral agranular part, layer 6b	RSPagl6b	Retrosplenial area, lateral agranular part	Geometry	5259.2	1833	279	894	0	0	0	NaN	8358.6	714.85
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Retrosplenial area, lateral agranular part, layer 6a	RSPagl6a	Retrosplenial area, lateral agranular part	Geometry	5429.9	1610.8	906	894	0	0	0	NaN	107139	2624.2
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Retrosplenial area, lateral agranular part, layer 2/3	RSPagl2/3	Retrosplenial area, lateral agranular part	Geometry	5067.8	938.73	965	894	0	0	0	NaN	213234.9	3225.4
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Ectorhinal area	ECT	Image	Geometry	4140.2	4437.8	895	315	0	0	0	NaN	532381.4	5213.2
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Ectorhinal area/Layer 6b	ECT6b	Ectorhinal area	Geometry	3862.8	4528.5	1045	895	0	0	0	NaN	22715.6	1597.8
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Ectorhinal area/Layer 1	ECT1	Ectorhinal area	Geometry	4390	4380.2	836	895	0	0	0	NaN	75703.8	1832.4
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Ectorhinal area/Layer 2/3	ECT2/3	Ectorhinal area	Geometry	4260.6	4394.6	427	895	0	0	0	NaN	155000.1	2526.1
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Ectorhinal area/Layer 6a	ECT6a	Ectorhinal area	Geometry	3860.4	4511	977	895	0	0	0	NaN	124505.1	2174.4
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Ectorhinal area/Layer 5	ECT5	Ectorhinal area	Geometry	4163.3	4437	988	895	0	0	0	NaN	154456.8	2599.8
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Perirhinal area	PERI	Image	Geometry	5310.6	4521.8	922	315	0	0	0	NaN	310906	4509.8
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Perirhinal area, layer 1	PERI1	Perirhinal area	Geometry	4903.2	4570.1	540	922	0	0	0	NaN	77616.4	1751.1
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Perirhinal area, layer 5	PERI5	Perirhinal area	Geometry	5611.6	4482.3	692	922	0	0	0	NaN	70456.7	1750
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Perirhinal area, layer 6a	PERI6a	Perirhinal area	Geometry	6942.7	4299.8	335	922	0	0	0	NaN	26868.9	1043.1
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Perirhinal area, layer 6b	PERI6b	Perirhinal area	Polygon	8912	4029.3	368	922	0	0	0	NaN	5428.4	464.09
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	Perirhinal area, layer 2/3	PERI2/3	Perirhinal area	Geometry	4904.7	4580.6	888	922	0	0	0	NaN	130535.7	2441.4
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	ventricular systems	VS	Image	Geometry	4422.7	3692.4	73	997	0	0	0	NaN	7323.9	735.35
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	lateral ventricle	VL	ventricular systems	Geometry	1610.2	5599.7	81	73	0	0	0	NaN	1548	273.51
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	cerebral aqueduct	AQ	ventricular systems	Polygon	5176.5	3181.1	140	73	0	0	0	NaN	5775.9	461.83
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	fiber tracts	fiber tracts	Image	Geometry	4757.7	4112.1	1009	997	0	0	0	NaN	3135838.1	53140.5
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	cranial nerves	cm	fiber tracts	Geometry	5109.2	3920.1	967	1009	0	0	0	NaN	514365.9	9929.3
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	dorsal roots	drt	cranial nerves	Geometry	5138.6	5407.2	792	967	0	0	0	NaN	236652.5	3389.2
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	cervicothalamic tract	cett	dorsal roots	Geometry	5138.6	5407.2	932	792	0	0	0	NaN	236652.5	3389.2
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	medial lemniscus	ml	cervicothalamic tract	Geometry	5138.6	5407.2	697	932	0	0	0	NaN	236652.5	3389.2
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	oculomotor nerve	IIIn	cranial nerves	Geometry	5120.1	4073.3	832	967	0	0	0	NaN	7722.8	1754.8
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	medial longitudinal fascicle	mlf	oculomotor nerve	Geometry	5120.1	4073.3	62	832	0	0	0	NaN	7722.8	1754.8
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	optic nerve	IIn	cranial nerves	Geometry	5083.2	2612.1	848	967	0	0	0	NaN	269990.6	4785.2
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	superior colliculus commissure	csc	optic nerve	Polygon	5067.4	2401.1	336	848	0	0	0	NaN	203794.8	2007.6
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	brachium of the superior colliculus	bsc	optic nerve	Geometry	5132.7	3261.2	916	848	0	0	0	NaN	66196.1	2777.7
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	lateral forebrain bundle system	lfbs	fiber tracts	Geometry	4584.7	4289.6	983	1009	0	0	0	NaN	1776719	31407.5
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	corpus callosum	cc	lateral forebrain bundle system	Geometry	4423.2	3407.9	776	983	0	0	0	NaN	690446.6	23146.8
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	corpus callosum, anterior forceps	fa	corpus callosum	Geometry	5579.7	4784.4	956	776	0	0	0	NaN	198203	9187.8
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	external capsule	ec	corpus callosum, anterior forceps	Geometry	5579.7	4784.4	579	956	0	0	0	NaN	198203	9187.8
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	corpus callosum, posterior forceps	fp	corpus callosum	Geometry	3957.6	2853.6	971	776	0	0	0	NaN	492243.6	14104.6
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	corticospinal tract	cst	lateral forebrain bundle system	Geometry	5165.9	5744	784	983	0	0	0	NaN	704919.6	9872.1
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	cerebal peduncle	cpd	corticospinal tract	Geometry	5165.9	5744	924	784	0	0	0	NaN	704919.6	9872.1
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	thalamus related	lfbst	lateral forebrain bundle system	Geometry	3802.6	3197.6	896	983	0	0	0	NaN	381352.8	12774.8
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	optic radiation	or	thalamus related	Geometry	3764.2	3152.8	484682520	896	0	0	0	NaN	349159.8	11639.2
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	auditory radiation	ar	thalamus related	Geometry	4219.2	3684.1	484682524	896	0	0	0	NaN	32193	3004.2
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	medial forebrain bundle system	mfbs	fiber tracts	Geometry	4891.9	3746.3	991	1009	0	0	0	NaN	735205.9	36354.9
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	cerebrum related	mfbc	medial forebrain bundle system	Geometry	4866	3461.2	768	991	0	0	0	NaN	640709.2	32507.6
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	fornix system	fxs	cerebrum related	Geometry	4818	3718.9	1099	768	0	0	0	NaN	544736.3	29893
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	hippocampal commissures	hc	fornix system	Geometry	5220.8	2392.9	618	1099	0	0	0	NaN	213374.3	3486.3
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	dorsal hippocampal commissure	dhc	hippocampal commissures	Geometry	5220.8	2392.9	443	618	0	0	0	NaN	213374.3	3486.3
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	alveus	alv	fornix system	Geometry	4558.7	4572.8	466	1099	0	0	0	NaN	331362	28367.1
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	cingulum bundle	cing	cerebrum related	Geometry	5138.1	1998.7	940	768	0	0	0	NaN	95972.9	2614.6
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	hypothalamus related	mfsbshy	medial forebrain bundle system	Geometry	5068	5679	824	991	0	0	0	NaN	94496.6	3847.3
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	mammillary related	mfbsma	hypothalamus related	Geometry	5068	5679	46	824	0	0	0	NaN	94496.6	3847.3
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	mammillary peduncle	mp	mammillary related	Geometry	5120.2	6034.4	673	46	0	0	0	NaN	60629.6	1673.1
JKAY22.3e_1_Scan2_[5109,59637]_component_data_merged_Region 1.ome.tif	mammillotegmental tract	mtg	mammillary related	Geometry	4974.5	5042.8	681	46	0	0	0	NaN	33867.1	2174.1
