Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Allen ID	Parent Allen ID	Side	Num Detections	Num Negative	Positive %	Area µm^2	Perimeter µm
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Cortical amygdalar area, posterior part, medial zone	COApm	Cortical amygdalar area, posterior part	Geometry	5770.5	6538.1	663	647	0	0	0	NaN	678494.1	4371.2
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Piriform area	PIR	Olfactory areas	Polygon	9553.1	6207.3	961	698	0	0	0	NaN	439617.7	2866.3
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Isocortex	Isocortex	Cortical plate	Geometry	5945.9	2080.9	315	695	0	0	0	NaN	11447593.6	30760.5
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Temporal association areas	TEa	Isocortex	Geometry	3415.4	2859.9	541	315	0	0	0	NaN	1551132.3	7318.2
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Temporal association areas, layer 1	TEa1	Temporal association areas	Geometry	3237.2	2697.5	97	541	0	0	0	NaN	261363.1	4924.4
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Temporal association areas, layer 2/3	TEa2/3	Temporal association areas	Geometry	3358.2	2761.3	1127	541	0	0	0	NaN	331499.2	4979.4
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Temporal association areas, layer 6a	TEa6a	Temporal association areas	Geometry	3667.4	3051.5	729	541	0	0	0	NaN	242005.5	3873.1
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Temporal association areas, layer 4	TEa4	Temporal association areas	Geometry	3101.5	2730.6	234	541	0	0	0	NaN	177754	4258.3
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Temporal association areas, layer 6b	TEa6b	Temporal association areas	Geometry	3275.9	3015.5	786	541	0	0	0	NaN	53059.7	3214.9
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Temporal association areas, layer 5	TEa5	Temporal association areas	Geometry	3554.8	2949.4	289	541	0	0	0	NaN	485450.9	4759.4
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Visual areas	VIS	Isocortex	Geometry	5691.4	1640.1	669	315	0	0	0	NaN	4944565.6	15003.1
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	posteromedial visual area	VISpm	Visual areas	Geometry	6135.3	1004.3	533	669	0	0	0	NaN	534608.4	4727.2
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	posteromedial visual area, layer 2/3	VISpm2/3	posteromedial visual area	Geometry	6099	855.13	41	533	0	0	0	NaN	144142.9	2453.5
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	posteromedial visual area, layer 5	VISpm5	posteromedial visual area	Geometry	6101.5	1114.3	565	533	0	0	0	NaN	162120.4	2613
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	posteromedial visual area, layer 6a	VISpm6a	posteromedial visual area	Geometry	6190.5	1343.8	257	533	0	0	0	NaN	74869.2	1832.6
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	posteromedial visual area, layer 1	VISpm1	posteromedial visual area	Geometry	6110.5	702.92	805	533	0	0	0	NaN	93751.3	2192
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	posteromedial visual area, layer 6b	VISpm6b	posteromedial visual area	Geometry	6580.2	1516.3	469	533	0	0	0	NaN	12834.3	1130.7
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	posteromedial visual area, layer 4	VISpm4	posteromedial visual area	Geometry	6203.6	1002.4	501	533	0	0	0	NaN	46890.3	1972
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Laterointermediate area	VISli	Visual areas	Geometry	2195.6	1899.4	312782574	669	0	0	0	NaN	221153.1	2361.4
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Laterointermediate area, layer 2/3	VISli2/3	Laterointermediate area	Polygon	2068.5	1728.1	312782582	312782574	0	0	0	NaN	47495.1	941.13
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Laterointermediate area, layer 1	VISli1	Laterointermediate area	Polygon	1979.3	1605.4	312782578	312782574	0	0	0	NaN	30982.3	760.27
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Laterointermediate area, layer 5	VISli5	Laterointermediate area	Geometry	2258.7	1983	312782590	312782574	0	0	0	NaN	67516.8	1082.3
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Laterointermediate area, layer 4	VISli4	Laterointermediate area	Polygon	2161.3	1834.9	312782586	312782574	0	0	0	NaN	26406.1	744.85
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Laterointermediate area, layer 6b	VISli6b	Laterointermediate area	Polygon	2430.2	2244.5	312782598	312782574	0	0	0	NaN	8563.7	551.28
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Laterointermediate area, layer 6a	VISli6a	Laterointermediate area	Geometry	2379.4	2157.3	312782594	312782574	0	0	0	NaN	40189.2	838.47
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Primary visual area	VISp	Visual areas	Geometry	5693.5	1538.9	385	669	0	0	0	NaN	3149244.6	10809.7
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Primary visual area, layer 6a	VISp6a	Primary visual area	Geometry	5613.2	1827.7	33	385	0	0	0	NaN	542345.1	7496
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Primary visual area, layer 1	VISp1	Primary visual area	Geometry	5858.7	1225.3	593	385	0	0	0	NaN	449224.3	7915.8
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Primary visual area, layer 4	VISp4	Primary visual area	Geometry	5696.7	1547.7	721	385	0	0	0	NaN	470542.6	7580.2
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Primary visual area, layer 5	VISp5	Primary visual area	Geometry	5654.1	1672.6	778	385	0	0	0	NaN	757933.3	7992
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Primary visual area, layer 6b	VISp6b	Primary visual area	Geometry	5625.3	1932.4	305	385	0	0	0	NaN	110383.9	6980
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Primary visual area, layer 2/3	VISp2/3	Primary visual area	Geometry	5699.8	1337.7	821	385	0	0	0	NaN	818815.3	8161.2
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Anterolateral visual area	VISal	Visual areas	Geometry	9154.5	2655.8	402	669	0	0	0	NaN	530909.3	3290.3
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Anterolateral visual area, layer 1	VISal1	Anterolateral visual area	Polygon	9349.3	2381.2	1074	402	0	0	0	NaN	86986.5	1735.1
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Anterolateral visual area, layer 6a	VISal6a	Anterolateral visual area	Geometry	8967.5	2973.3	601	402	0	0	0	NaN	69755.4	1314.2
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Anterolateral visual area, layer 4	VISal4	Anterolateral visual area	Geometry	9123.5	2624.5	1114	402	0	0	0	NaN	75958.3	1635
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Anterolateral visual area, layer 6b	VISal6b	Anterolateral visual area	Polygon	8913.4	3055.7	649	402	0	0	0	NaN	13641	850.58
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Anterolateral visual area, layer 5	VISal5	Anterolateral visual area	Geometry	9078.4	2796.3	233	402	0	0	0	NaN	141893.4	1796
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Anterolateral visual area, layer 2/3	VISal2/3	Anterolateral visual area	Polygon	9242.8	2506.3	905	402	0	0	0	NaN	142674.8	1853.4
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Lateral visual area	VISl	Visual areas	Geometry	3117	1762.1	409	669	0	0	0	NaN	508650.3	4234.2
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Lateral visual area, layer 4	VISl4	Lateral visual area	Geometry	2496.7	1598	573	409	0	0	0	NaN	67985.4	1447.9
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Lateral visual area, layer 6a	VISl6a	Lateral visual area	Geometry	4192	2174.5	74	409	0	0	0	NaN	105684.5	1996.2
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Lateral visual area, layer 5	VISl5	Lateral visual area	Geometry	3349	1880.6	613	409	0	0	0	NaN	140186.3	2235.6
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Lateral visual area, layer 6b	VISl6b	Lateral visual area	Geometry	4397.5	2291.2	121	409	0	0	0	NaN	21874.1	1387.9
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Lateral visual area, layer 1	VISl1	Lateral visual area	Polygon	2309.1	1326.1	421	409	0	0	0	NaN	65891.6	1399.8
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Lateral visual area, layer 2/3	VISl2/3	Lateral visual area	Geometry	2381.8	1463.8	973	409	0	0	0	NaN	107028.2	1499
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Auditory areas	AUD	Isocortex	Polygon	9899.9	3315.6	247	315	0	0	0	NaN	1439597	4893.1
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Posterior auditory area	AUDpo	Auditory areas	Geometry	9561.5	2904	1027	247	0	0	0	NaN	330093.5	2871.8
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Posterior auditory area, layer 2/3	AUDpo2/3	Posterior auditory area	Polygon	9726.1	2727.8	643	1027	0	0	0	NaN	70805	1101.7
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Posterior auditory area, layer 1	AUDpo1	Posterior auditory area	Polygon	9856.2	2595.3	696	1027	0	0	0	NaN	49754.1	1016.7
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Posterior auditory area, layer 4	AUDpo4	Posterior auditory area	Polygon	9625.9	2856.9	759	1027	0	0	0	NaN	39200.3	948.78
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Posterior auditory area, layer 6a	AUDpo6a	Posterior auditory area	Geometry	9290.5	3177.4	249	1027	0	0	0	NaN	52228.3	1047.7
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Posterior auditory area, layer 5	AUDpo5	Posterior auditory area	Geometry	9463.9	3009.4	791	1027	0	0	0	NaN	105810.3	1425.5
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Posterior auditory area, layer 6b	AUDpo6b	Posterior auditory area	Polygon	9212.9	3244.6	456	1027	0	0	0	NaN	12295.9	721.6
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Primary auditory area	AUDp	Auditory areas	Geometry	9926	3246.8	1002	247	0	0	0	NaN	712586.2	3722.5
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Primary auditory area, layer 1	AUDp1	Primary auditory area	Polygon	10239.4	2994.6	735	1002	0	0	0	NaN	127030.3	2031
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Primary auditory area, layer 2/3	AUDp2/3	Primary auditory area	Polygon	10104	3095.6	251	1002	0	0	0	NaN	147104.5	1939.9
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Primary auditory area, layer 4	AUDp4	Primary auditory area	Polygon	9982.2	3190	816	1002	0	0	0	NaN	80955.3	1669.1
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Primary auditory area, layer 5	AUDp5	Primary auditory area	Geometry	9809.4	3354.2	847	1002	0	0	0	NaN	237313.8	2110.2
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Primary auditory area, layer 6a	AUDp6a	Primary auditory area	Geometry	9587.1	3512.5	954	1002	0	0	0	NaN	97359.8	1595.8
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Primary auditory area, layer 6b	AUDp6b	Primary auditory area	Polygon	9500.2	3570	1005	1002	0	0	0	NaN	22822.6	1244.2
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Ventral auditory area	AUDv	Auditory areas	Polygon	10134.4	3781.7	1018	247	0	0	0	NaN	396917.5	2758.3
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Ventral auditory area, layer 6a	AUDv6a	Ventral auditory area	Polygon	9788.3	3932.5	520	1018	0	0	0	NaN	54515.6	1061.8
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Ventral auditory area, layer 6b	AUDv6b	Ventral auditory area	Polygon	9705.1	3980.2	598	1018	0	0	0	NaN	11978.2	760.74
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Ventral auditory area, layer 2/3	AUDv2/3	Ventral auditory area	Polygon	10338.6	3691.7	755	1018	0	0	0	NaN	76654.3	1317.5
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Ventral auditory area, layer 1	AUDv1	Ventral auditory area	Polygon	10468.7	3660.2	959	1018	0	0	0	NaN	63618.8	1347.3
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Ventral auditory area, layer 4	AUDv4	Ventral auditory area	Polygon	10225.4	3731.5	990	1018	0	0	0	NaN	39125.3	1118.2
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Ventral auditory area, layer 5	AUDv5	Ventral auditory area	Polygon	10025	3821	1023	1018	0	0	0	NaN	151026.3	1591.3
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Retrosplenial area	RSP	Isocortex	Geometry	5885.3	1110.3	254	315	0	0	0	NaN	2630130.8	9807
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Retrosplenial area, dorsal part	RSPd	Retrosplenial area	Geometry	5924.9	727.69	879	254	0	0	0	NaN	647822.1	5892.7
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Retrosplenial area, dorsal part, layer 5	RSPd5	Retrosplenial area, dorsal part	Geometry	5919	753.68	610	879	0	0	0	NaN	215063.3	3053.6
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Retrosplenial area, dorsal part, layer 6a	RSPd6a	Retrosplenial area, dorsal part	Geometry	5897.7	994.66	274	879	0	0	0	NaN	149694.1	2795.5
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Retrosplenial area, dorsal part, layer 6b	RSPd6b	Retrosplenial area, dorsal part	Geometry	5608	1221.6	330	879	0	0	0	NaN	3089.8	326.28
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Retrosplenial area, dorsal part, layer 2/3	RSPd2/3	Retrosplenial area, dorsal part	Geometry	5942.5	601.88	434	879	0	0	0	NaN	154178.1	3068.5
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Retrosplenial area, dorsal part, layer 1	RSPd1	Retrosplenial area, dorsal part	Geometry	5953.7	507.62	442	879	0	0	0	NaN	125796.7	3271.8
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Retrosplenial area, ventral part	RSPv	Retrosplenial area	Geometry	5874.1	1354.8	886	254	0	0	0	NaN	1566836.7	8079.2
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Retrosplenial area, ventral part, layer 1	RSPv1	Retrosplenial area, ventral part	Geometry	5804.8	1403.6	542	886	0	0	0	NaN	368011.6	7592.5
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Retrosplenial area, ventral part, layer 6a	RSPv6a	Retrosplenial area, ventral part	Geometry	5971.9	1351.4	590	886	0	0	0	NaN	228886.1	5080.4
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Retrosplenial area, ventral part, layer 6b	RSPv6b	Retrosplenial area, ventral part	Geometry	6403.7	1384	622	886	0	0	0	NaN	3773.4	405.09
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Retrosplenial area, ventral part, layer 5	RSPv5	Retrosplenial area, ventral part	Geometry	5890.8	1310.3	687	886	0	0	0	NaN	608047.4	6589.5
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Retrosplenial area, ventral part, layer 2/3	RSPv2/3	Retrosplenial area, ventral part	Geometry	5848.9	1382.2	430	886	0	0	0	NaN	358118.1	7193.7
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Retrosplenial area, lateral agranular part	RSPagl	Retrosplenial area	Geometry	5865.4	784.83	894	254	0	0	0	NaN	415472	4393.2
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Retrosplenial area, lateral agranular part, layer 1	RSPagl1	Retrosplenial area, lateral agranular part	Geometry	5938.2	519.03	671	894	0	0	0	NaN	76511.2	1933.4
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Retrosplenial area, lateral agranular part, layer 5	RSPagl5	Retrosplenial area, lateral agranular part	Geometry	5847.5	841.83	774	894	0	0	0	NaN	154927.2	2492.1
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Retrosplenial area, lateral agranular part, layer 6b	RSPagl6b	Retrosplenial area, lateral agranular part	Geometry	6043.5	1294.6	279	894	0	0	0	NaN	5152.8	485.7
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Retrosplenial area, lateral agranular part, layer 6a	RSPagl6a	Retrosplenial area, lateral agranular part	Geometry	5716.5	1069.1	906	894	0	0	0	NaN	78482.6	2033.1
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Retrosplenial area, lateral agranular part, layer 2/3	RSPagl2/3	Retrosplenial area, lateral agranular part	Geometry	5945	651.07	965	894	0	0	0	NaN	100398.2	2094.6
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Ectorhinal area	ECT	Isocortex	Geometry	5822.7	3986.8	895	315	0	0	0	NaN	541802.2	4987.8
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Ectorhinal area/Layer 6b	ECT6b	Ectorhinal area	Geometry	5761.1	4073.3	1045	895	0	0	0	NaN	20586.7	1751.8
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Ectorhinal area/Layer 1	ECT1	Ectorhinal area	Geometry	5628	3917.1	836	895	0	0	0	NaN	81263	1967.5
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Ectorhinal area/Layer 2/3	ECT2/3	Ectorhinal area	Geometry	5789.9	3944.6	427	895	0	0	0	NaN	163141.3	2578.2
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Ectorhinal area/Layer 6a	ECT6a	Ectorhinal area	Geometry	6375.7	4127.2	977	895	0	0	0	NaN	114903.3	2264
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Ectorhinal area/Layer 5	ECT5	Ectorhinal area	Geometry	5569.2	3953.8	988	895	0	0	0	NaN	161920.1	2619.5
JKAY23.5d_1_Scan1_[4364,48981]_component_data_merged_Region 3.ome.tif	Perirhinal area	PERI	Isocortex	Geometry	5118.1	4178.3	922	315	0	0	0	NaN	340303.7	4432.1
