Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Allen ID	Parent Allen ID	Side	Area µm^2	Perimeter µm
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	Inferior colliculus, dorsal nucleus	ICd	Inferior colliculus	Geometry	4448.4	1190.7	820	4	0	496665.3	4188
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	Inferior colliculus, external nucleus	ICe	Inferior colliculus	Geometry	4235	1140	828	4	0	1738836	10260.3
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	Midbrain trigeminal nucleus	MEV	Midbrain, sensory related	Geometry	3991	3523.9	460	339	0	2885.6	1258.1
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	ventricular systems	VS	root	Geometry	6322.7	3807.9	73	997	0	121108.9	4889.4
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	lateral ventricle	VL	ventricular systems	Polygon	7854.9	4402	81	73	0	49276.4	1349.7
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	choroid plexus	chpl	lateral ventricle	Polygon	7854.9	4402	108	81	0	49276.4	1349.7
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	fourth ventricle	V4	ventricular systems	Geometry	5271.6	3400.1	145	73	0	71832.8	5402.2
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	lateral recess	V4r	fourth ventricle	Geometry	7770.9	4335.3	153	145	0	13736	2706.6
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	fiber tracts	fiber tracts	root	Geometry	4865.8	4177.5	1009	997	0	4710868	72088.5
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	cerebellum related fiber tracts	cbf	fiber tracts	Geometry	4831	3493.1	960	1009	0	2829856.5	47725.5
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	arbor vitae	arb	cerebellum related fiber tracts	Geometry	5145	3348.4	728	960	0	2041427.6	38950.5
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	cerebellar peduncles	cbp	cerebellum related fiber tracts	Geometry	4018	3867.8	752	960	0	788404.5	18485.1
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	superior cerebelar peduncles	scp	cerebellar peduncles	Geometry	4242.6	3817.6	326	752	0	508267.8	15285.2
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	uncinate fascicle	uf	superior cerebelar peduncles	Geometry	4255.4	3518.8	850	326	0	141207.2	4571.3
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	ventral spinocerebellar tract	sctv	superior cerebelar peduncles	Geometry	4226.9	4949.5	866	326	0	100436.9	5639.7
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	middle cerebellar peduncle	mcp	cerebellar peduncles	Polygon	2074.2	4168.7	78	752	0	190758.2	1688.7
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	inferior cerebellar peduncle	icp	cerebellar peduncles	Geometry	6890	3509.6	1123	752	0	89378.3	1556.2
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	cranial nerves	cm	fiber tracts	Geometry	4965.6	4966.1	967	1009	0	1362036.2	16737.8
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	dorsal roots	drt	cranial nerves	Geometry	4887.9	6222.1	792	967	0	74480.3	1433.1
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	cervicothalamic tract	cett	dorsal roots	Geometry	4887.9	6222.1	932	792	0	74480.3	1433.1
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	medial lemniscus	ml	cervicothalamic tract	Geometry	4887.9	6222.1	697	932	0	74480.3	1433.1
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	facial nerve	VIIn	cranial nerves	Geometry	4342.4	4514	798	967	0	322018.4	4827.9
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	genu of the facial nerve	gVIIn	facial nerve	Geometry	4924.6	4114.3	1116	798	0	73778.9	1457.7
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	oculomotor nerve	IIIn	cranial nerves	Geometry	4693.1	4268.1	832	967	0	28997.1	1016.5
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	medial longitudinal fascicle	mlf	oculomotor nerve	Geometry	4693.1	4268.1	62	832	0	28997.1	1016.5
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	trigeminal nerve	Vn	cranial nerves	Geometry	5460.5	5195.4	901	967	0	623949.1	7558.7
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	sensory root of the trigeminal nerve	sV	trigeminal nerve	Geometry	5460.5	5195.4	229	901	0	623949.1	7558.7
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	spinal tract of the trigeminal nerve	sptV	sensory root of the trigeminal nerve	Geometry	5460.5	5195.4	794	229	0	623949.1	7558.7
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	vestibulocochlear nerve	VIIIn	cranial nerves	Geometry	4663.6	4739.5	933	967	0	312591.4	5649.7
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	vestibular nerve	vVIIIn	vestibulocochlear nerve	Geometry	4682.1	4716	413	933	0	308423.6	5113
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	cochlear nerve	cVIIIn	vestibulocochlear nerve	Polygon	3292.3	6477.5	948	933	0	4167.9	536.64
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	trapezoid body	tb	cochlear nerve	Polygon	3292.3	6477.5	841	948	0	4167.9	536.64
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	lateral forebrain bundle system	lfbs	fiber tracts	Geometry	4936.3	6441.6	983	1009	0	239382.7	3139.8
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	corticospinal tract	cst	lateral forebrain bundle system	Geometry	4936.3	6441.6	784	983	0	239382.7	3139.8
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	pyramid	py	corticospinal tract	Geometry	4936.3	6441.6	190	784	0	239382.7	3139.8
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	extrapyramidal fiber systems	eps	fiber tracts	Geometry	4671.9	5323.5	1000	1009	0	279592.6	6539.8
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	rubrospinal tract	rust	extrapyramidal fiber systems	Geometry	4465.7	6004.4	863	1000	0	86256.5	2694.7
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	tectospinal pathway	tsp	extrapyramidal fiber systems	Geometry	4764	5019.7	877	1000	0	193336.2	3845.1
JKAY22.3e_3_Scan2_[5442,31195]_component_data_merged_Region 4.ome.tif	crossed tectospinal pathway	tspc	tectospinal pathway	Geometry	4764	5019.7	1043	877	0	193336.2	3845.1
