Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	d761d04d-1597-4312-9219-f28bf08cf18f	Annotation	VIS	VIS	Isocortex	Geometry	4902.7	781.85	669	0	315	0	0	0	NaN	0	5524883.1	20317
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	3bce9efb-477f-42f9-a05a-34f95a0fa6ea	Annotation	VISpor	VISpor	VIS	Geometry	4084.2	1644.6	312782628	0	669	0	0	0	NaN	0	1111675.6	7005.6
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	ad8f0287-4e27-466b-bc00-2471e92a0903	Annotation	VISpor2/3	VISpor2/3	VISpor	Geometry	4362.8	1593.4	312782636	0	312782628	0	0	0	NaN	0	495554.7	5266.9
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	f8dd96b8-09a1-45bc-872e-c5775060be84	Annotation	VISpor1	VISpor1	VISpor	Geometry	4662.4	1507.9	312782632	0	312782628	0	0	0	NaN	0	358431.9	5997.3
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	342af771-f430-4424-986a-8dd409c22e12	Annotation	VISpor5	VISpor5	VISpor	Geometry	2838.3	1932.8	312782644	0	312782628	0	0	0	NaN	0	244508.7	3345.3
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	ed13ac2d-80d8-46ac-a81b-50325608f86d	Annotation	VISpor4	VISpor4	VISpor	Geometry	997.73	1939.8	312782640	0	312782628	0	0	0	NaN	0	13180.5	495.69
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	680fdfd4-2497-4697-a413-9799e0418844	Annotation	VISp	VISp	VIS	Geometry	5021.2	376.31	385	0	669	0	0	0	NaN	0	3121629.3	12451.1
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	1757c433-f15e-43b4-9be8-fd6be2c51015	Annotation	VISp5	VISp5	VISp	Geometry	5004.2	627.29	778	0	385	0	0	0	NaN	0	716228.6	8193.8
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	edda05fd-2b42-4d5a-8167-4a0409cc9713	Annotation	VISp6a	VISp6a	VISp	Geometry	2600.1	1274.4	33	0	385	0	0	0	NaN	0	131623.8	2925.3
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	871632fe-95ce-4194-ade2-f4e94c8daf0c	Annotation	VISp2/3	VISp2/3	VISp	Geometry	5144	255.13	821	0	385	0	0	0	NaN	0	1053262.7	11134.3
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	2368511c-300f-4b7d-818c-c4139433ece8	Annotation	VISp1	VISp1	VISp	Geometry	5238.1	87.86	593	0	385	0	0	0	NaN	0	704167	11936.9
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	6833f24a-5b56-4df3-8ca3-6fb601e9520a	Annotation	VISp4	VISp4	VISp	Geometry	5115.6	439.82	721	0	385	0	0	0	NaN	0	516347.1	9185.2
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	5282bfea-0b3c-4316-9169-2cb97920fdb0	Annotation	VISl	VISl	VIS	Geometry	3109.5	1135	409	0	669	0	0	0	NaN	0	203714.5	2781.3
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	554d2119-a314-4d74-bfaa-42ed6afb1192	Annotation	VISl4	VISl4	VISl	Geometry	1407.2	1578.3	573	0	409	0	0	0	NaN	0	19648.1	691.12
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	1f10a4ca-1d4e-4610-b803-58d70df7ca43	Annotation	VISl5	VISl5	VISl	Geometry	1514.5	1583.3	613	0	409	0	0	0	NaN	0	176.61	87.63
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	06f713cc-4c3e-4ffb-b270-ddcdfcae356b	Annotation	VISl1	VISl1	VISl	Geometry	4023.7	912.89	421	0	409	0	0	0	NaN	0	98693.7	2180.4
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	c576db00-79d1-4d82-94fd-be59b63827ce	Annotation	VISl2/3	VISl2/3	VISl	Geometry	2446.4	1289.3	973	0	409	0	0	0	NaN	0	85195.8	1782.1
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	a345fd93-086f-4a43-beb7-2e1f31126905	Annotation	VISpl	VISpl	VIS	Geometry	5735.2	997.76	425	0	669	0	0	0	NaN	0	1087863.5	8200.5
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	81892f90-dc77-4a96-b2c7-746b3d214ca8	Annotation	VISpl2/3	VISpl2/3	VISpl	Geometry	7245.6	572.53	269	0	425	0	0	0	NaN	0	128836.3	2271.4
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	47144593-d3d4-4edc-a3d9-ac88af85ee30	Annotation	VISpl4	VISpl4	VISpl	Geometry	5999.1	866.55	869	0	425	0	0	0	NaN	0	76433.9	2538.5
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	57b6ab59-e1c4-46b3-9709-118bc3be5057	Annotation	VISpl6a	VISpl6a	VISpl	Geometry	4600.1	1252.4	377	0	425	0	0	0	NaN	0	365521.1	5142.7
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	1c844879-5cec-46c6-b731-e1b2ec9bbfc3	Annotation	VISpl5	VISpl5	VISpl	Geometry	5860.1	1012.4	902	0	425	0	0	0	NaN	0	476160.8	5461.3
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	a162e6fd-4835-4882-b2af-a5581c651a16	Annotation	VISpl1	VISpl1	VISpl	Geometry	9173.4	136.26	750	0	425	0	0	0	NaN	0	40911.4	1119.2
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	0bc28ee6-40eb-4061-bdb7-eb862b02c85e	Annotation	RSP	RSP	Isocortex	Geometry	5240.8	575.33	254	0	315	0	0	0	NaN	0	1703114.5	11180.7
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	048288dd-ff77-47f3-9000-82ee0774017a	Annotation	RSPd	RSPd	RSP	Geometry	5221.9	688.52	879	0	254	0	0	0	NaN	0	954269.6	9251.3
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	866ea702-5b2b-450b-94cd-a5c36f55faab	Annotation	RSPd6a	RSPd6a	RSPd	Geometry	3035.9	1342.7	274	0	879	0	0	0	NaN	0	43458.8	1884
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	80eeea00-184e-4414-b173-0c161f1b7fc2	Annotation	RSPd5	RSPd5	RSPd	Geometry	5313.7	746.39	610	0	879	0	0	0	NaN	0	333149.5	4972.8
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	6ba2eba2-56f7-4b56-bade-d40459c4b0ca	Annotation	RSPd2/3	RSPd2/3	RSPd	Geometry	5340.5	609.52	434	0	879	0	0	0	NaN	0	270846.2	5351.8
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	fbc94d06-84ad-4837-8bae-2336c5b7b7a0	Annotation	RSPd1	RSPd1	RSPd	Geometry	5327.1	602.76	442	0	879	0	0	0	NaN	0	306815.2	6206.2
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	de85144d-6cb7-4a41-99ef-44ad959b9555	Annotation	RSPagl	RSPagl	RSP	Geometry	5265	431.09	894	0	254	0	0	0	NaN	0	748844.9	9649.9
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	510f2ae6-63b0-4465-9a84-c495a352d34c	Annotation	RSPagl5	RSPagl5	RSPagl	Geometry	6069.6	401.68	774	0	894	0	0	0	NaN	0	296721.5	4370.3
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	b48ad993-6683-40b5-aa30-89033b414c77	Annotation	RSPagl6a	RSPagl6a	RSPagl	Geometry	2864.8	1226.3	906	0	894	0	0	0	NaN	0	105383.2	2172.9
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	baf69d74-274e-45b0-b6bc-49e0a69470fd	Annotation	RSPagl1	RSPagl1	RSPagl	Geometry	5231.6	164.29	671	0	894	0	0	0	NaN	0	160387.7	2370.6
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	38f373b7-0255-471d-9f4b-77835122d9ff	Annotation	RSPagl2/3	RSPagl2/3	RSPagl	Geometry	5369.9	257.87	965	0	894	0	0	0	NaN	0	186352.5	2912.3
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	29642c69-a672-4524-88f7-bcddeb8f073f	Annotation	HPF	HPF	CTXpl	Geometry	5078.8	2648.1	1089	0	695	0	0	0	NaN	0	10839271.5	20562.2
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	1ad35236-688d-477f-bb67-7ad53cf5c121	Annotation	RHP	RHP	HPF	Geometry	5078.8	2648.1	822	0	1089	0	0	0	NaN	0	10839175.8	20546.6
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	7fc2a598-daa6-4c19-9718-839d86218f2a	Annotation	PAR	PAR	RHP	Geometry	4841.1	2207.8	843	0	822	0	0	0	NaN	0	1056497.9	8997.2
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	024468de-406f-4a54-ac2d-58a18322b5f9	Annotation	ENT	ENT	RHP	Geometry	5139.8	2824.5	909	0	822	0	0	0	NaN	0	8857780.8	16415.3
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	60060104-e3b9-4489-b054-9fc7a678204e	Annotation	ENTl	ENTl	ENT	Geometry	3834.4	2901.5	918	0	909	0	0	0	NaN	0	2489998.1	10959.6
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	ee9d4e27-742f-43a3-964f-de47b0f66145	Annotation	ENTl2	ENTl2	ENTl	Geometry	4797	2799.9	20	0	918	0	0	0	NaN	0	836478.6	8452.1
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	8e6e834d-e9c0-4c57-bb3c-1e08b4380af9	Annotation	ENTl6a	ENTl6a	ENTl	Geometry	902.99	3025.1	28	0	918	0	0	0	NaN	0	161330.5	3114.1
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	5b871ae1-6789-404d-a99f-42f7c8613fd3	Annotation	ENTl3	ENTl3	ENTl	Geometry	4366.1	2663.5	52	0	918	0	0	0	NaN	0	533671.6	7636.1
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	cb9aea11-b956-4491-aae8-a424eed6b54a	Annotation	ENTl1	ENTl1	ENTl	Geometry	4936.2	2974.1	1121	0	918	0	0	0	NaN	0	557303.4	8268.4
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	5bda670b-03a4-4bb0-9fdd-cf9ef90c1bb7	Annotation	ENTl5	ENTl5	ENTl	Geometry	768.74	3279	139	0	918	0	0	0	NaN	0	401213.9	5144.4
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	1c9c642e-9826-4b8e-8811-b1e88060e136	Annotation	ENTm	ENTm	ENT	Geometry	5650.2	2794.4	926	0	909	0	0	0	NaN	0	6367782.8	15420.3
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	ba3fda55-43a8-456c-9ef1-a518942486f0	Annotation	ENTm1	ENTm1	ENTm	Geometry	6423.4	3450.4	526	0	926	0	0	0	NaN	0	948230.9	11583.8
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	6832b1fc-8c19-48f4-b58e-b77e45d8ce67	Annotation	ENTm2	ENTm2	ENTm	Geometry	6292.8	3095.9	543	0	926	0	0	0	NaN	0	1375117.8	13219.9
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	f3ced51a-21c5-46f2-9b19-57995500d6d9	Annotation	ENTm3	ENTm3	ENTm	Geometry	5898.3	2684.1	664	0	926	0	0	0	NaN	0	1510150.3	15297.1
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	b838b8b1-029d-4f92-b771-a53f032f03e6	Annotation	ENTm5	ENTm5	ENTm	Geometry	5934	2287.2	727	0	926	0	0	0	NaN	0	1969515.6	11422.4
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	c1bdf936-ebd4-42eb-b906-17d5e73262f1	Annotation	ENTm6	ENTm6	ENTm	Geometry	1134.9	3023.2	743	0	926	0	0	0	NaN	0	564768.1	4429.7
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	ccee278a-70d9-420e-898c-41296bc8434f	Annotation	APr	APr	RHP	Geometry	4766.3	1461.5	484682508	0	822	0	0	0	NaN	0	924897.1	6268.4
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	dd5669e1-b9bc-4b2e-8024-7eee1973aea3	Annotation	BS	BS	grey	Geometry	5310.2	3339.4	343	0	8	600	141	459	76.5	18.89	24301973.8	60897.6
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	b2cffa66-04c7-4a52-bd0a-c570d3e6b158	Annotation	HB	HB	BS	Geometry	5412.4	4714.8	1065	0	343	0	0	0	NaN	0	11123003.5	44200.9
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	7c84d8b9-ad60-41d1-925d-152f42eac382	Annotation	P	P	HB	Geometry	5391.7	4664.5	771	0	1065	0	0	0	NaN	0	10498013.1	41149.9
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	39e41f32-369b-4919-a9f4-8bc0c4f4e2f4	Annotation	P-sat	P-sat	P	Geometry	5255.2	4358.4	1117	0	771	0	0	0	NaN	0	2701276.1	11700.8
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	f3bb6ba2-59bc-4e2a-9b33-a85b95f58086	Annotation	PRNr	PRNr	P-sat	Geometry	5246.1	4387.6	146	0	1117	0	0	0	NaN	0	2115280	8270.5
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	77f92dbc-bc75-47b3-8593-25c48a43b1af	Annotation	CS	CS	P-sat	Geometry	5288.4	4253.2	679	0	1117	0	0	0	NaN	0	585996.3	3430.3
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	d0861ff6-7d61-4e63-81e3-fede2e8c578f	Annotation	P-sen	P-sen	P	Geometry	5472.6	4714.9	1132	0	771	0	0	0	NaN	0	2697190.7	19768.2
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	a6b9ebb4-33cd-48ca-bcd1-6f8ca56f6588	Annotation	PSV	PSV	P-sen	Geometry	5672.9	4654.3	7	0	1132	0	0	0	NaN	0	847975.6	5539.1
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	96be931f-d92d-40c5-9b21-09ce1e0b53a7	Annotation	PB	PB	P-sen	Geometry	6447.9	3513	867	0	1132	0	0	0	NaN	0	211960.9	2394.1
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	fe30b162-25bc-440e-af78-974573d9577c	Annotation	NLL	NLL	P-sen	Geometry	4864.1	3298.1	612	0	1132	0	0	0	NaN	0	554379.3	4254.8
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	7a68a39e-62d7-4f3f-8eaa-21245a6c1faf	Annotation	SOC	SOC	P-sen	Geometry	5436.3	5722.9	398	0	1132	0	0	0	NaN	0	1082874.8	7580.2
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	01d3feb9-a979-4852-8536-6266efec59cb	Annotation	SOCm	SOCm	SOC	Geometry	5400	5700.4	105	0	398	0	0	0	NaN	0	312540.5	3153.8
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	f1b2b221-fe4f-4b34-ae6d-c53a5184ea85	Annotation	SOCl	SOCl	SOC	Geometry	5576.5	5550.7	114	0	398	0	0	0	NaN	0	442393.3	4375.7
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	9cb09238-3610-4b57-bd5e-792938b3f460	Annotation	POR	POR	SOC	Geometry	5281.8	5976.6	122	0	398	0	0	0	NaN	0	327941.1	4365
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	8a58de28-7c42-4c97-9a0a-bb6214bbbc55	Annotation	P-mot	P-mot	P	Geometry	5462	4847.6	987	0	771	0	0	0	NaN	0	2852176.7	17015.3
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	79433aa0-7c4e-41a9-beed-0fcdb9f42505	Annotation	SUT	SUT	P-mot	Geometry	5397.7	4011.1	534	0	987	0	0	0	NaN	0	449878.3	3969.9
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	f59ea352-ad16-4d68-9f83-553372721af2	Annotation	TRN	TRN	P-mot	Geometry	5248.7	5068.9	574	0	987	0	0	0	NaN	0	117750.7	1849.7
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	6d9b8078-ff63-47a6-b1ff-ba79c7e69b1e	Annotation	PRNc	PRNc	P-mot	Geometry	5385.1	5253.9	1093	0	987	0	0	0	NaN	0	1560818.5	8252.7
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	641aa467-47c3-4ed7-98ac-e0802735259e	Annotation	V	V	P-mot	Geometry	7219.9	4150.6	621	0	987	0	0	0	NaN	0	168314.6	1634
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	0cf2204a-b2c8-4ba1-9172-caa7e8ad1121	Annotation	P5	P5	P-mot	Geometry	5181.7	4521.3	549009215	0	987	0	0	0	NaN	0	508268.4	4113.4
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	c87490fc-3a91-49af-9fe6-288c84741078	Annotation	PC5	PC5	P-mot	Geometry	5894.6	4831.3	549009223	0	987	0	0	0	NaN	0	47243.4	1461.9
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	de08ae77-53b5-4ce4-9657-f8eca2044083	Annotation	MY	MY	HB	Geometry	5758.8	5560.1	354	0	1065	0	0	0	NaN	0	624990.3	10074.9
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	d462e3dc-678f-4453-9919-d871ffef925b	Annotation	MY-sat	MY-sat	MY	Geometry	5262.8	5374.6	379	0	354	0	0	0	NaN	0	74990.1	1261.5
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	a8dd14ea-90fa-487c-a77a-1dce5e4a2403	Annotation	RM	RM	MY-sat	Geometry	5262.8	5374.6	206	0	379	0	0	0	NaN	0	74990.1	1261.5
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	6b301ec2-4d8a-4467-91d1-90fcfbb714e3	Annotation	MY-sen	MY-sen	MY	Geometry	5859.4	5515.5	386	0	354	0	0	0	NaN	0	310584.2	4052.9
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	54126811-c08b-4a28-89ec-f6320ffecd86	Annotation	CN	CN	MY-sen	Geometry	8369.2	4215.6	607	0	386	0	0	0	NaN	0	57028.1	1084.1
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	f21bd971-ca99-4c3b-935b-127aeb5c1983	Annotation	VCO	VCO	CN	Geometry	8369.2	4215.6	101	0	607	0	0	0	NaN	0	57028.1	1084.1
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	bf7dda89-b417-417d-8f85-0862393a5c04	Annotation	NTB	NTB	MY-sen	Geometry	5295	5807.9	642	0	386	0	0	0	NaN	0	253556.2	2968.8
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	9d4c4c6c-5075-4e03-9d73-4c5ee92a0f75	Annotation	MB	MB	BS	Geometry	5223.9	2178.5	313	0	343	600	141	459	76.5	34.83	13179030.7	27006.6
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	3c77afba-d07b-4d08-97d6-950ef7736d9d	Annotation	MBmot	MBmot	MB	Geometry	5229.4	2205.6	323	0	313	599	141	458	76.46	65.99	6940433.9	23952.9
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	1ed84a8d-f80c-464d-bcc6-0d0d1c3224de	Annotation	PAG	PAG	MBmot	Geometry	5272.3	2343.4	795	0	323	597	141	456	76.38	164.53	2771608.2	9624.4
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	7817e7f8-2277-41ae-8893-c5679aa671ae	Annotation	SCm	SCm	MBmot	Geometry	5109.9	1314.9	294	0	323	1	0	1	100	0.4326	2311789.2	8169.1
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	aa37f74a-0fc2-43d4-8c38-8d9313c922ba	Annotation	SCig	SCig	SCm	Geometry	5026.8	982.52	10	0	294	0	0	0	NaN	0	479917.2	6315.1
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	c4286b8c-8a44-4c4f-9d1a-d45665aa00bd	Annotation	SCiw	SCiw	SCm	Geometry	5091.1	1219.5	17	0	294	0	0	0	NaN	0	845630.8	6648
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	8fa8c8f0-050a-4092-8341-f3adcbe525e1	Annotation	SCdg	SCdg	SCm	Geometry	5154.1	1532	26	0	294	0	0	0	NaN	0	790565.6	6505.7
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	12086f66-e771-4e59-8a33-4a61fb783504	Annotation	SCdw	SCdw	SCm	Geometry	5215.8	1665.6	42	0	294	1	0	1	100	5.11	195676.9	5237.5
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	192fade4-da9f-4ae6-9b09-beaa2be11ead	Annotation	CUN	CUN	MBmot	Geometry	5343.6	2664.1	616	0	323	0	0	0	NaN	0	785107.6	4957.4
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	8f3dbc16-fd15-421f-9b62-59e307eda40f	Annotation	MRN	MRN	MBmot	Geometry	5292.7	3406.7	128	0	323	1	0	1	100	1.042	959371.7	11833.4
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	65a30dbf-d0e1-4fb0-89e9-8d8fc8a3a2b6	Annotation	VTN	VTN	MBmot	Geometry	5302.3	3677.6	757	0	323	0	0	0	NaN	0	112136.3	1724.7
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	003cfc81-5f96-473e-9532-d96a060cc9e5	Annotation	MBsen	MBsen	MB	Geometry	5314.6	1361.7	339	0	313	0	0	0	NaN	0	2559759.4	13859.9
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	b65db10b-d942-48ae-9411-eb9b8a51f364	Annotation	IC	IC	MBsen	Geometry	5429.4	1725	4	0	339	0	0	0	NaN	0	1648175.1	6987.2
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	b4ef8163-1a12-4e95-93d7-649d4838050d	Annotation	ICc	ICc	IC	Geometry	7022	1775.3	811	0	4	0	0	0	NaN	0	56538.5	879.1
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	e2d98611-89f2-4934-b11a-b83dbfa8ffcf	Annotation	ICd	ICd	IC	Geometry	5517.2	1725.6	820	0	4	0	0	0	NaN	0	304926	3571.4
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	edc61d4c-082c-4ea0-906d-8e1980a95116	Annotation	ICe	ICe	IC	Geometry	5338.6	1722.6	828	0	4	0	0	0	NaN	0	1286710.7	6553.1
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	ef6d6b84-1a88-48b8-8515-bac1c26e7d2f	Annotation	SCs	SCs	MBsen	Geometry	5107.3	705.24	302	0	339	0	0	0	NaN	0	911585.7	6872.8
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 6.ome.tif	5d24ddfe-b629-48a8-83e1-6dbf58500e40	Annotation	SCzo	SCzo	SCs	Geometry	5125.5	617.47	834	0	302	0	0	0	NaN	0	158072.7	7234
