Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Allen ID	Parent Allen ID	Side	Num Detections	Num Negative	Positive %	Area µm^2	Perimeter µm
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Dentate gyrus, polymorph layer	DG-po	Dentate gyrus	Geometry	5396.2	3424.3	10704	726	0	0	0	NaN	195515.9	5216.6
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Ammon's horn	CA	Hippocampal region	Geometry	5627.6	4557.8	375	1080	0	0	0	NaN	10458398.3	27828.1
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Field CA1	CA1	Ammon's horn	Geometry	5348.9	4305.7	382	375	0	0	0	NaN	6272298.6	22981.6
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Field CA2	CA2	Ammon's horn	Geometry	6792.1	5216.6	423	375	0	0	0	NaN	291545.6	10727.3
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Field CA3	CA3	Ammon's horn	Geometry	5989.4	4914.5	463	375	0	0	0	NaN	3894554.1	14977.6
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrohippocampal region	RHP	Hippocampal formation	Geometry	4874.5	4338.8	822	1089	0	0	0	NaN	3086628.4	17302.9
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Prosubiculum	ProS	Retrohippocampal region	Geometry	5592.9	2521.5	484682470	822	0	0	0	NaN	380532.3	3874.3
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Postsubiculum	POST	Retrohippocampal region	Geometry	4917.1	2187	1037	822	0	0	0	NaN	127596.6	2013.4
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Hippocampo-amygdalar transition area	HATA	Retrohippocampal region	Geometry	5983.1	6600.9	589508447	822	0	0	0	NaN	146813.6	2286.2
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Entorhinal area	ENT	Retrohippocampal region	Geometry	4391.1	5551.8	909	822	0	0	0	NaN	1694102.6	7750
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Entorhinal area, lateral part	ENTl	Entorhinal area	Geometry	4391.1	5551.8	918	909	0	0	0	NaN	1694102.6	7750
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Entorhinal area, lateral part, layer 2	ENTl2	Entorhinal area, lateral part	Geometry	3990.9	5597.8	20	918	0	0	0	NaN	351390.6	4202.1
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Entorhinal area, lateral part, layer 6a	ENTl6a	Entorhinal area, lateral part	Geometry	4765	5451.7	28	918	0	0	0	NaN	306516.8	4416.9
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Entorhinal area, lateral part, layer 3	ENTl3	Entorhinal area, lateral part	Geometry	4408.5	5582.9	52	918	0	0	0	NaN	372074.7	4520.7
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Entorhinal area, lateral part, layer 1	ENTl1	Entorhinal area, lateral part	Geometry	3830.8	5602.5	1121	918	0	0	0	NaN	217986.2	4118.2
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Entorhinal area, lateral part, layer 5	ENTl5	Entorhinal area, lateral part	Geometry	4708.7	5533.6	139	918	0	0	0	NaN	446134.2	4670.6
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Subiculum	SUB	Retrohippocampal region	Geometry	5386.2	2412.5	502	822	0	0	0	NaN	737583.2	5105.9
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Olfactory areas	OLF	Cortical plate	Geometry	6222.6	6614.8	698	695	0	0	0	NaN	3506820.3	13067.3
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Postpiriform transition area	TR	Olfactory areas	Geometry	5247.2	6596.5	566	698	0	0	0	NaN	1010393.8	5733.7
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Cortical amygdalar area	COA	Olfactory areas	Geometry	6577.4	6932.4	631	698	0	0	0	NaN	1573350	7086.1
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Cortical amygdalar area, posterior part	COAp	Cortical amygdalar area	Geometry	6577.4	6932.4	647	631	0	0	0	NaN	1573350	7086.1
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Cortical amygdalar area, posterior part, lateral zone	COApl	Cortical amygdalar area, posterior part	Geometry	6514.7	6857.6	655	647	0	0	0	NaN	738579.7	5389.5
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Cortical amygdalar area, posterior part, medial zone	COApm	Cortical amygdalar area, posterior part	Geometry	6632.9	6998.6	663	647	0	0	0	NaN	834770.3	5172.5
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Piriform area	PIR	Olfactory areas	Geometry	6715.2	6090	961	698	0	0	0	NaN	892919	5708.4
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Isocortex	Isocortex	Cortical plate	Geometry	5212.2	2279.1	315	695	0	0	0	NaN	13923447.1	34350.1
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Posterior parietal association areas	PTLp	Isocortex	Geometry	9300.1	2075.7	22	315	0	0	0	NaN	35341.5	1663.2
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Rostrolateral visual area	VISrl	Posterior parietal association areas	Geometry	9300.1	2075.7	417	22	0	0	0	NaN	35341.5	1663.2
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Rostrolateral area, layer 1	VISrl1	Rostrolateral visual area	Polygon	9419.2	1918.6	312782604	417	0	0	0	NaN	10310	401.97
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Rostrolateral area, layer 4	VISrl4	Rostrolateral visual area	Polygon	9219.6	2184.8	312782612	417	0	0	0	NaN	5517.5	341.99
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Rostrolateral area, layer 2/3	VISrl2/3	Rostrolateral visual area	Polygon	9322.2	2047.6	312782608	417	0	0	0	NaN	13268.6	518.26
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Rostrolateral area, layer 6a	VISrl6a	Rostrolateral visual area	Geometry	8994.1	2471.2	312782620	417	0	0	0	NaN	157.23	110.1
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Rostrolateral area, layer 5	VISrl5	Rostrolateral visual area	Geometry	9132.9	2292.5	312782616	417	0	0	0	NaN	6087.9	553.97
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Temporal association areas	TEa	Isocortex	Geometry	4339.6	4332.8	541	315	0	0	0	NaN	618193.8	4922.4
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Temporal association areas, layer 1	TEa1	Temporal association areas	Geometry	3988.9	4327	97	541	0	0	0	NaN	99058	2100.7
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Temporal association areas, layer 2/3	TEa2/3	Temporal association areas	Geometry	4243.9	4329.1	1127	541	0	0	0	NaN	121914	2221.8
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Temporal association areas, layer 6a	TEa6a	Temporal association areas	Geometry	4620.9	4366.5	729	541	0	0	0	NaN	112738.3	2001.4
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Temporal association areas, layer 4	TEa4	Temporal association areas	Geometry	4053.4	4323.4	234	541	0	0	0	NaN	55353.9	1753.4
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Temporal association areas, layer 6b	TEa6b	Temporal association areas	Geometry	4783.7	4356.4	786	541	0	0	0	NaN	20823.1	1388
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Temporal association areas, layer 5	TEa5	Temporal association areas	Geometry	4441.7	4319.7	289	541	0	0	0	NaN	208306.4	2611.3
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Visual areas	VIS	Isocortex	Geometry	5230.5	1851.4	669	315	0	0	0	NaN	5970574.2	17842.9
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	posteromedial visual area	VISpm	Visual areas	Geometry	5542.3	1153.1	533	669	0	0	0	NaN	1064783.7	6104.6
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	posteromedial visual area, layer 2/3	VISpm2/3	posteromedial visual area	Geometry	5531.8	999.07	41	533	0	0	0	NaN	256549.9	3497
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	posteromedial visual area, layer 5	VISpm5	posteromedial visual area	Geometry	5537.8	1254.9	565	533	0	0	0	NaN	305044.3	3406.7
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	posteromedial visual area, layer 6a	VISpm6a	posteromedial visual area	Geometry	5570.6	1452.6	257	533	0	0	0	NaN	181123.6	2890.5
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	posteromedial visual area, layer 1	VISpm1	posteromedial visual area	Geometry	5529.3	840.11	805	533	0	0	0	NaN	180975.9	3402
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	posteromedial visual area, layer 6b	VISpm6b	posteromedial visual area	Geometry	5507.8	1517.1	469	533	0	0	0	NaN	39208.9	2350.3
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	posteromedial visual area, layer 4	VISpm4	posteromedial visual area	Geometry	5568.3	1119.8	501	533	0	0	0	NaN	101881	2960.2
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Primary visual area	VISp	Visual areas	Geometry	5263.8	1762.1	385	669	0	0	0	NaN	3409513.4	10980.2
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Primary visual area, layer 6a	VISp6a	Primary visual area	Geometry	5371.8	2041	33	385	0	0	0	NaN	601560.2	7449.6
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Primary visual area, layer 1	VISp1	Primary visual area	Geometry	5139.5	1438.2	593	385	0	0	0	NaN	477545.1	7680.2
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Primary visual area, layer 4	VISp4	Primary visual area	Geometry	5239.3	1752.9	721	385	0	0	0	NaN	512675.5	7399.8
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Primary visual area, layer 5	VISp5	Primary visual area	Geometry	5310.9	1894.2	778	385	0	0	0	NaN	839382.5	7897.4
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Primary visual area, layer 6b	VISp6b	Primary visual area	Geometry	5429.7	2138.6	305	385	0	0	0	NaN	126357.7	6774.5
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Primary visual area, layer 2/3	VISp2/3	Primary visual area	Geometry	5200.8	1566.5	821	385	0	0	0	NaN	851992.4	8054
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Anterolateral visual area	VISal	Visual areas	Geometry	5017.8	2551	402	669	0	0	0	NaN	1456043.9	7457.8
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Anterolateral visual area, layer 1	VISal1	Anterolateral visual area	Geometry	4726.4	2317.2	1074	402	0	0	0	NaN	209858.7	4081.9
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Anterolateral visual area, layer 6a	VISal6a	Anterolateral visual area	Geometry	5545.1	2781.4	601	402	0	0	0	NaN	233460.3	3774.6
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Anterolateral visual area, layer 4	VISal4	Anterolateral visual area	Geometry	4820.7	2497.5	1114	402	0	0	0	NaN	197897.6	3857
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Anterolateral visual area, layer 6b	VISal6b	Anterolateral visual area	Geometry	5692	2858.7	649	402	0	0	0	NaN	46919.5	2740.2
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Anterolateral visual area, layer 5	VISal5	Anterolateral visual area	Geometry	5045.8	2645.7	233	402	0	0	0	NaN	415802.5	4505.3
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Anterolateral visual area, layer 2/3	VISal2/3	Anterolateral visual area	Geometry	4829.9	2414.6	905	402	0	0	0	NaN	352105.3	4376
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Lateral visual area	VISl	Visual areas	Geometry	1854.2	2579.5	409	669	0	0	0	NaN	40233.3	1314.7
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Lateral visual area, layer 6a	VISl6a	Lateral visual area	Geometry	1859.7	2588.1	74	409	0	0	0	NaN	25796.6	939.21
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Lateral visual area, layer 5	VISl5	Lateral visual area	Geometry	1765.6	2463	613	409	0	0	0	NaN	6987.8	444.17
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Lateral visual area, layer 6b	VISl6b	Lateral visual area	Polygon	1918.6	2658.8	121	409	0	0	0	NaN	7448.8	470.64
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Auditory areas	AUD	Isocortex	Geometry	4865.6	3449.9	247	315	0	0	0	NaN	2476373.6	9235.6
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Posterior auditory area	AUDpo	Auditory areas	Geometry	4542.7	3031.8	1027	247	0	0	0	NaN	790439.2	5462.1
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Posterior auditory area, layer 2/3	AUDpo2/3	Posterior auditory area	Geometry	4603.3	2924.2	643	1027	0	0	0	NaN	177700.6	2606.5
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Posterior auditory area, layer 1	AUDpo1	Posterior auditory area	Geometry	4501.4	2841.2	696	1027	0	0	0	NaN	128406.7	2397.1
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Posterior auditory area, layer 4	AUDpo4	Posterior auditory area	Geometry	4261.3	3023	759	1027	0	0	0	NaN	91676.6	2138.4
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Posterior auditory area, layer 6a	AUDpo6a	Posterior auditory area	Geometry	4588.3	3207.8	249	1027	0	0	0	NaN	119011.6	2165
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Posterior auditory area, layer 5	AUDpo5	Posterior auditory area	Geometry	4594.1	3103.4	791	1027	0	0	0	NaN	246568.7	2880
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Posterior auditory area, layer 6b	AUDpo6b	Posterior auditory area	Geometry	4624.3	3247.1	456	1027	0	0	0	NaN	27075.1	1580.2
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Primary auditory area	AUDp	Auditory areas	Geometry	5575.7	3464.1	1002	247	0	0	0	NaN	1073433.4	6285.4
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Primary auditory area, layer 1	AUDp1	Primary auditory area	Geometry	5648	3310.8	735	1002	0	0	0	NaN	184395.3	3338.1
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Primary auditory area, layer 2/3	AUDp2/3	Primary auditory area	Geometry	5583.7	3373.4	251	1002	0	0	0	NaN	211824.2	3211.9
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Primary auditory area, layer 4	AUDp4	Primary auditory area	Geometry	5449.8	3426	816	1002	0	0	0	NaN	119337.7	2826.6
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Primary auditory area, layer 5	AUDp5	Primary auditory area	Geometry	5608	3524.1	847	1002	0	0	0	NaN	357045	3532.5
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Primary auditory area, layer 6a	AUDp6a	Primary auditory area	Geometry	5549.5	3610.2	954	1002	0	0	0	NaN	161692.9	2756.1
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Primary auditory area, layer 6b	AUDp6b	Primary auditory area	Geometry	5388.5	3643.7	1005	1002	0	0	0	NaN	39138.1	2319.9
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Ventral auditory area	AUDv	Auditory areas	Geometry	4038.1	3964.6	1018	247	0	0	0	NaN	612501	5008.3
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Ventral auditory area, layer 6a	AUDv6a	Ventral auditory area	Geometry	4357.6	4032.4	520	1018	0	0	0	NaN	93154.7	1853.1
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Ventral auditory area, layer 6b	AUDv6b	Ventral auditory area	Geometry	4418.2	4061.9	598	1018	0	0	0	NaN	22136.6	1354.9
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Ventral auditory area, layer 2/3	AUDv2/3	Ventral auditory area	Geometry	3902.5	3922.6	755	1018	0	0	0	NaN	111570.8	2082.4
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Ventral auditory area, layer 1	AUDv1	Ventral auditory area	Geometry	3653	3910	959	1018	0	0	0	NaN	94372	2129.4
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Ventral auditory area, layer 4	AUDv4	Ventral auditory area	Geometry	3679.8	3945.1	990	1018	0	0	0	NaN	61690	1788.4
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Ventral auditory area, layer 5	AUDv5	Ventral auditory area	Geometry	4192.2	3975.8	1023	1018	0	0	0	NaN	229576.9	2737.8
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrosplenial area	RSP	Isocortex	Geometry	5476.5	1204.5	254	315	0	0	0	NaN	3819454	11673.9
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrosplenial area, dorsal part	RSPd	Retrosplenial area	Geometry	5513.3	817.7	879	254	0	0	0	NaN	918556.8	6300.3
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrosplenial area, dorsal part, layer 5	RSPd5	Retrosplenial area, dorsal part	Geometry	5527.4	854.94	610	879	0	0	0	NaN	280268.5	3855.1
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrosplenial area, dorsal part, layer 6a	RSPd6a	Retrosplenial area, dorsal part	Geometry	5562.1	1081.3	274	879	0	0	0	NaN	209396.7	2773.3
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrosplenial area, dorsal part, layer 6b	RSPd6b	Retrosplenial area, dorsal part	Geometry	5577.8	1271.2	330	879	0	0	0	NaN	6314.3	537.02
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrosplenial area, dorsal part, layer 2/3	RSPd2/3	Retrosplenial area, dorsal part	Geometry	5489.9	702.9	434	879	0	0	0	NaN	223651.5	4150.1
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrosplenial area, dorsal part, layer 1	RSPd1	Retrosplenial area, dorsal part	Geometry	5466.1	602.48	442	879	0	0	0	NaN	198925.7	4495.1
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrosplenial area, ventral part	RSPv	Retrosplenial area	Geometry	5458.7	1415.5	886	254	0	0	0	NaN	2397666	8957.4
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrosplenial area, ventral part, layer 1	RSPv1	Retrosplenial area, ventral part	Geometry	5431.8	1402.1	542	886	0	0	0	NaN	515862.7	8431.7
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrosplenial area, ventral part, layer 6a	RSPv6a	Retrosplenial area, ventral part	Geometry	5449.6	1464.3	590	886	0	0	0	NaN	469687.4	4810.8
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrosplenial area, ventral part, layer 6b	RSPv6b	Retrosplenial area, ventral part	Geometry	5764.5	1332.8	622	886	0	0	0	NaN	9702	589.15
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrosplenial area, ventral part, layer 5	RSPv5	Retrosplenial area, ventral part	Geometry	5478.7	1399.3	687	886	0	0	0	NaN	918474	6888.9
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrosplenial area, ventral part, layer 2/3	RSPv2/3	Retrosplenial area, ventral part	Geometry	5451.9	1414.5	430	886	0	0	0	NaN	483913	7770.9
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrosplenial area, lateral agranular part	RSPagl	Retrosplenial area	Geometry	5494.7	905.07	894	254	0	0	0	NaN	503231.3	4357.1
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrosplenial area, lateral agranular part, layer 1	RSPagl1	Retrosplenial area, lateral agranular part	Geometry	5480.1	663.1	671	894	0	0	0	NaN	105036.8	2398.8
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrosplenial area, lateral agranular part, layer 5	RSPagl5	Retrosplenial area, lateral agranular part	Geometry	5497.5	996.28	774	894	0	0	0	NaN	172174.8	2508.4
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrosplenial area, lateral agranular part, layer 6b	RSPagl6b	Retrosplenial area, lateral agranular part	Geometry	5468	1298.6	279	894	0	0	0	NaN	9744.3	795.67
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrosplenial area, lateral agranular part, layer 6a	RSPagl6a	Retrosplenial area, lateral agranular part	Geometry	5486.6	1194.4	906	894	0	0	0	NaN	73852	1747.6
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Retrosplenial area, lateral agranular part, layer 2/3	RSPagl2/3	Retrosplenial area, lateral agranular part	Geometry	5508	796.29	965	894	0	0	0	NaN	142423.4	2455.1
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Ectorhinal area	ECT	Isocortex	Geometry	5747.1	4651.8	895	315	0	0	0	NaN	677690.8	5393.8
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Ectorhinal area/Layer 6b	ECT6b	Ectorhinal area	Geometry	5877.5	4714.1	1045	895	0	0	0	NaN	33218.3	1999.1
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Ectorhinal area/Layer 1	ECT1	Ectorhinal area	Geometry	5673.5	4634.1	836	895	0	0	0	NaN	96811.9	2168.4
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Ectorhinal area/Layer 2/3	ECT2/3	Ectorhinal area	Geometry	5594.9	4629.2	427	895	0	0	0	NaN	202511.6	2802.6
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Ectorhinal area/Layer 6a	ECT6a	Ectorhinal area	Geometry	5898.6	4678.2	977	895	0	0	0	NaN	156479.3	2608.6
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Ectorhinal area/Layer 5	ECT5	Ectorhinal area	Geometry	5799.8	4652.3	988	895	0	0	0	NaN	188669.7	2732.4
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Perirhinal area	PERI	Isocortex	Geometry	4511.5	5005.1	922	315	0	0	0	NaN	325819.1	4308.2
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Perirhinal area, layer 1	PERI1	Perirhinal area	Geometry	3836.8	5031.4	540	922	0	0	0	NaN	69924.8	1628.2
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Perirhinal area, layer 5	PERI5	Perirhinal area	Geometry	5050.9	4981.5	692	922	0	0	0	NaN	76520.3	1641.8
JKAY22.3g_1_Scan1_[7081,62468]_component_data_merged_Region 2.ome.tif	Perirhinal area, layer 6a	PERI6a	Perirhinal area	Geometry	3920.8	5028.2	335	922	0	0	0	NaN	29889.7	1100.2
